0:0:0:0:0:0:0:1 - - [18/Jul/2022:10:41:13 +0530] "GET /Online_Shopping_Project/admin/ordersReceived.jsp HTTP/1.1" 200 10229
0:0:0:0:0:0:0:1 - - [18/Jul/2022:10:41:18 +0530] "GET /Online_Shopping_Project/admin/deliveredOrders.jsp HTTP/1.1" 200 1647
0:0:0:0:0:0:0:1 - - [18/Jul/2022:10:41:21 +0530] "GET /Online_Shopping_Project/admin/cancelOrders.jsp HTTP/1.1" 200 1643
0:0:0:0:0:0:0:1 - - [18/Jul/2022:10:49:02 +0530] "GET /Online_Shopping_Project/admin/cancelOrdersAction.jsp?id=4&email=krish@gmail.com HTTP/1.1" 404 762
0:0:0:0:0:0:0:1 - - [18/Jul/2022:10:51:04 +0530] "GET /Online_Shopping_Project/admin/cancelOrdersAction.jsp?id=1&email=krish@gmail.com HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Jul/2022:10:51:04 +0530] "GET /Online_Shopping_Project/admin/ordersReceived.jsp?msg=cancel HTTP/1.1" 200 6792
0:0:0:0:0:0:0:1 - - [18/Jul/2022:10:51:13 +0530] "GET /Online_Shopping_Project/admin/cancelOrdersAction.jsp?id=3&email=krish@gmail.com HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Jul/2022:10:51:14 +0530] "GET /Online_Shopping_Project/admin/ordersReceived.jsp?msg=cancel HTTP/1.1" 200 5920
0:0:0:0:0:0:0:1 - - [18/Jul/2022:10:51:21 +0530] "GET /Online_Shopping_Project/admin/deliveredOrdersAction.jsp?id=2&email=shubu@gmail.com HTTP/1.1" 404 765
0:0:0:0:0:0:0:1 - - [18/Jul/2022:10:52:14 +0530] "GET /Online_Shopping_Project/admin/ordersReceived.jsp?msg=cancel HTTP/1.1" 200 5920
0:0:0:0:0:0:0:1 - - [18/Jul/2022:10:52:17 +0530] "GET /Online_Shopping_Project/admin/deliveredOrdersAction.jsp?id=2&email=shubu@gmail.com HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Jul/2022:10:52:17 +0530] "GET /Online_Shopping_Project/admin/ordersReceived.jsp?msg=delivered HTTP/1.1" 200 5097
0:0:0:0:0:0:0:1 - - [18/Jul/2022:10:52:23 +0530] "GET /Online_Shopping_Project/admin/deliveredOrders.jsp HTTP/1.1" 200 1647
0:0:0:0:0:0:0:1 - - [18/Jul/2022:10:52:27 +0530] "GET /Online_Shopping_Project/admin/cancelOrders.jsp HTTP/1.1" 200 1643
0:0:0:0:0:0:0:1 - - [18/Jul/2022:10:59:52 +0530] "GET /Online_Shopping_Project/admin/deliveredOrdersAction.jsp?id=6&email=shubu@gmail.com HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Jul/2022:10:59:52 +0530] "GET /Online_Shopping_Project/admin/ordersReceived.jsp?msg=delivered HTTP/1.1" 200 4275
0:0:0:0:0:0:0:1 - - [18/Jul/2022:11:04:33 +0530] "GET /Online_Shopping_Project/admin/cancelOrders.jsp HTTP/1.1" 200 1643
0:0:0:0:0:0:0:1 - - [18/Jul/2022:11:04:36 +0530] "GET /Online_Shopping_Project/admin/cancelOrders.jsp HTTP/1.1" 200 1643
0:0:0:0:0:0:0:1 - - [18/Jul/2022:11:04:48 +0530] "GET /Online_Shopping_Project/admin/cancelOrders.jsp HTTP/1.1" 200 2881
0:0:0:0:0:0:0:1 - - [18/Jul/2022:11:06:03 +0530] "GET /Online_Shopping_Project/admin/cancelOrders.jsp HTTP/1.1" 200 2718
0:0:0:0:0:0:0:1 - - [18/Jul/2022:11:06:04 +0530] "GET /Online_Shopping_Project/admin/deliveredOrders.jsp HTTP/1.1" 200 1647
0:0:0:0:0:0:0:1 - - [18/Jul/2022:11:06:06 +0530] "GET /Online_Shopping_Project/admin/deliveredOrders.jsp HTTP/1.1" 200 1647
0:0:0:0:0:0:0:1 - - [18/Jul/2022:11:06:10 +0530] "GET /Online_Shopping_Project/admin/cancelOrders.jsp HTTP/1.1" 200 2718
0:0:0:0:0:0:0:1 - - [18/Jul/2022:11:06:48 +0530] "GET /Online_Shopping_Project/admin/deliveredOrders.jsp HTTP/1.1" 200 2722
0:0:0:0:0:0:0:1 - - [18/Jul/2022:11:14:53 +0530] "GET /Online_Shopping_Project/admin/deliveredOrders.jsp HTTP/1.1" 200 3404
0:0:0:0:0:0:0:1 - - [18/Jul/2022:11:14:58 +0530] "GET /Online_Shopping_Project/admin/cancelOrders.jsp HTTP/1.1" 200 2718
0:0:0:0:0:0:0:1 - - [18/Jul/2022:11:14:59 +0530] "GET /Online_Shopping_Project/admin/deliveredOrders.jsp HTTP/1.1" 200 3404
0:0:0:0:0:0:0:1 - - [18/Jul/2022:11:17:23 +0530] "GET /Online_Shopping_Project/admin/cancelOrders.jsp HTTP/1.1" 200 5234
0:0:0:0:0:0:0:1 - - [18/Jul/2022:11:17:56 +0530] "GET /Online_Shopping_Project/admin/ordersReceived.jsp HTTP/1.1" 200 4227
0:0:0:0:0:0:0:1 - - [18/Jul/2022:11:18:01 +0530] "GET /Online_Shopping_Project/admin/deliveredOrders.jsp HTTP/1.1" 200 3404
0:0:0:0:0:0:0:1 - - [18/Jul/2022:11:18:20 +0530] "GET /Online_Shopping_Project/admin/messagesReceived.jsp HTTP/1.1" 200 2211
0:0:0:0:0:0:0:1 - - [18/Jul/2022:11:18:24 +0530] "GET /Online_Shopping_Project/admin/deliveredOrders.jsp HTTP/1.1" 200 3404
0:0:0:0:0:0:0:1 - - [18/Jul/2022:11:18:28 +0530] "GET /Online_Shopping_Project/admin/cancelOrders.jsp HTTP/1.1" 200 5234
0:0:0:0:0:0:0:1 - - [18/Jul/2022:11:18:39 +0530] "GET /Online_Shopping_Project/admin/deliveredOrders.jsp HTTP/1.1" 200 3404
0:0:0:0:0:0:0:1 - - [18/Jul/2022:11:18:42 +0530] "GET /Online_Shopping_Project/admin/ordersReceived.jsp HTTP/1.1" 200 4227
0:0:0:0:0:0:0:1 - - [18/Jul/2022:11:18:47 +0530] "GET /Online_Shopping_Project/admin/messagesReceived.jsp HTTP/1.1" 200 2211
0:0:0:0:0:0:0:1 - - [18/Jul/2022:11:18:49 +0530] "GET /Online_Shopping_Project/admin/allProductEditProduct.jsp HTTP/1.1" 200 4867
0:0:0:0:0:0:0:1 - - [18/Jul/2022:11:18:56 +0530] "GET /Online_Shopping_Project/admin/editProduct.jsp?id=null HTTP/1.1" 200 1593
0:0:0:0:0:0:0:1 - - [18/Jul/2022:11:18:56 +0530] "GET /Online_Shopping_Project/css/addNewProduct-style.css HTTP/1.1" 200 2917
0:0:0:0:0:0:0:1 - - [18/Jul/2022:11:19:00 +0530] "GET /Online_Shopping_Project/admin/allProductEditProduct.jsp HTTP/1.1" 200 4867
0:0:0:0:0:0:0:1 - - [18/Jul/2022:11:19:01 +0530] "GET /Online_Shopping_Project/admin/addNewProduct.jsp HTTP/1.1" 200 2308
0:0:0:0:0:0:0:1 - - [18/Jul/2022:11:19:07 +0530] "GET /Online_Shopping_Project/admin/allProductEditProduct.jsp HTTP/1.1" 200 4867
0:0:0:0:0:0:0:1 - - [18/Jul/2022:11:19:59 +0530] "GET /Online_Shopping_Project/admin/allProductEditProduct.jsp HTTP/1.1" 200 4867
0:0:0:0:0:0:0:1 - - [18/Jul/2022:11:20:18 +0530] "GET /Online_Shopping_Project/admin/editProduct.jsp?id=null HTTP/1.1" 200 1593
0:0:0:0:0:0:0:1 - - [18/Jul/2022:11:20:21 +0530] "GET /Online_Shopping_Project/admin/allProductEditProduct.jsp HTTP/1.1" 200 4867
0:0:0:0:0:0:0:1 - - [18/Jul/2022:11:22:21 +0530] "GET /Online_Shopping_Project/logout.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Jul/2022:11:22:21 +0530] "GET /Online_Shopping_Project/login.jsp HTTP/1.1" 200 794
0:0:0:0:0:0:0:1 - - [18/Jul/2022:11:22:30 +0530] "POST /Online_Shopping_Project/loginAction.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Jul/2022:11:22:30 +0530] "GET /Online_Shopping_Project/home.jsp HTTP/1.1" 200 2272
0:0:0:0:0:0:0:1 - - [18/Jul/2022:11:22:34 +0530] "GET /Online_Shopping_Project/home.jsp HTTP/1.1" 200 2272
0:0:0:0:0:0:0:1 - - [18/Jul/2022:11:22:35 +0530] "GET /Online_Shopping_Project/myCart.jsp HTTP/1.1" 200 2569
0:0:0:0:0:0:0:1 - - [18/Jul/2022:11:22:37 +0530] "GET /Online_Shopping_Project/myOrders.jsp HTTP/1.1" 200 5400
0:0:0:0:0:0:0:1 - - [18/Jul/2022:11:22:46 +0530] "GET /Online_Shopping_Project/changeDetails.jsp HTTP/1.1" 200 1669
0:0:0:0:0:0:0:1 - - [18/Jul/2022:11:22:53 +0530] "GET /Online_Shopping_Project/addChangeAddress.jsp HTTP/1.1" 200 2189
0:0:0:0:0:0:0:1 - - [18/Jul/2022:11:23:01 +0530] "GET /Online_Shopping_Project/changeMobileNumber.jsp HTTP/1.1" 200 1898
0:0:0:0:0:0:0:1 - - [18/Jul/2022:11:23:05 +0530] "GET /Online_Shopping_Project/home.jsp HTTP/1.1" 200 2272
0:0:0:0:0:0:0:1 - - [18/Jul/2022:11:23:07 +0530] "GET /Online_Shopping_Project/messageUs.jsp HTTP/1.1" 200 2197
0:0:0:0:0:0:0:1 - - [18/Jul/2022:11:23:10 +0530] "GET /Online_Shopping_Project/about.jsp HTTP/1.1" 200 2357
0:0:0:0:0:0:0:1 - - [18/Jul/2022:11:23:17 +0530] "GET /Online_Shopping_Project/home.jsp HTTP/1.1" 200 2272
0:0:0:0:0:0:0:1 - - [18/Jul/2022:11:24:16 +0530] "GET /Online_Shopping_Project/home.jsp HTTP/1.1" 200 2272
0:0:0:0:0:0:0:1 - - [18/Jul/2022:11:25:31 +0530] "GET /Online_Shopping_Project/home.jsp HTTP/1.1" 200 2272
0:0:0:0:0:0:0:1 - - [18/Jul/2022:11:31:19 +0530] "GET /Online_Shopping_Project/logout.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Jul/2022:11:31:19 +0530] "GET /Online_Shopping_Project/login.jsp HTTP/1.1" 200 794
0:0:0:0:0:0:0:1 - - [18/Jul/2022:11:31:26 +0530] "POST /Online_Shopping_Project/loginAction.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Jul/2022:11:31:26 +0530] "GET /Online_Shopping_Project/admin/adminHome.jsp HTTP/1.1" 200 1520
0:0:0:0:0:0:0:1 - - [18/Jul/2022:11:31:31 +0530] "GET /Online_Shopping_Project/admin/allProductEditProduct.jsp HTTP/1.1" 200 4867
0:0:0:0:0:0:0:1 - - [18/Jul/2022:11:31:34 +0530] "GET /Online_Shopping_Project/admin/editProduct.jsp?id=null HTTP/1.1" 200 1593
0:0:0:0:0:0:0:1 - - [18/Jul/2022:11:31:35 +0530] "GET /Online_Shopping_Project/admin/allProductEditProduct.jsp HTTP/1.1" 200 4867
0:0:0:0:0:0:0:1 - - [18/Jul/2022:11:31:38 +0530] "GET /Online_Shopping_Project/admin/editProduct.jsp?id=1 HTTP/1.1" 200 2387
0:0:0:0:0:0:0:1 - - [18/Jul/2022:11:31:43 +0530] "POST /Online_Shopping_Project/admin/editProductAction.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Jul/2022:11:31:43 +0530] "GET /Online_Shopping_Project/admin/allProductEditProduct.jsp?msg=done HTTP/1.1" 200 4924
0:0:0:0:0:0:0:1 - - [18/Jul/2022:11:36:31 +0530] "GET /Online_Shopping_Project/admin/editProduct.jsp?id=null HTTP/1.1" 200 1593
0:0:0:0:0:0:0:1 - - [18/Jul/2022:11:36:35 +0530] "GET /Online_Shopping_Project/admin/allProductEditProduct.jsp HTTP/1.1" 200 4868
0:0:0:0:0:0:0:1 - - [18/Jul/2022:11:36:38 +0530] "GET /Online_Shopping_Project/admin/editProduct.jsp?id=null HTTP/1.1" 200 1593
0:0:0:0:0:0:0:1 - - [18/Jul/2022:11:36:39 +0530] "GET /Online_Shopping_Project/admin/allProductEditProduct.jsp HTTP/1.1" 200 4868
0:0:0:0:0:0:0:1 - - [18/Jul/2022:11:42:33 +0530] "GET /Online_Shopping_Project/admin/editProduct.jsp?id=1 HTTP/1.1" 200 2387
0:0:0:0:0:0:0:1 - - [18/Jul/2022:11:42:38 +0530] "GET /Online_Shopping_Project/admin/deliveredOrders.jsp HTTP/1.1" 200 3404
0:0:0:0:0:0:0:1 - - [18/Jul/2022:11:42:40 +0530] "GET /Online_Shopping_Project/admin/allProductEditProduct.jsp HTTP/1.1" 200 4868
0:0:0:0:0:0:0:1 - - [18/Jul/2022:11:45:28 +0530] "GET /Online_Shopping_Project/admin/editProduct.jsp?id=1 HTTP/1.1" 200 2387
0:0:0:0:0:0:0:1 - - [18/Jul/2022:11:45:43 +0530] "GET /Online_Shopping_Project/admin/editProduct.jsp?id=null HTTP/1.1" 200 1593
0:0:0:0:0:0:0:1 - - [18/Jul/2022:11:45:46 +0530] "GET /Online_Shopping_Project/admin/allProductEditProduct.jsp HTTP/1.1" 200 4868
0:0:0:0:0:0:0:1 - - [18/Jul/2022:11:45:59 +0530] "GET /Online_Shopping_Project/admin/editProduct.jsp?id=null HTTP/1.1" 200 1593
0:0:0:0:0:0:0:1 - - [18/Jul/2022:11:46:02 +0530] "GET /Online_Shopping_Project/admin/allProductEditProduct.jsp HTTP/1.1" 200 4868
0:0:0:0:0:0:0:1 - - [18/Jul/2022:11:51:00 +0530] "GET /Online_Shopping_Project/admin/allProductEditProduct.jsp HTTP/1.1" 200 3959
0:0:0:0:0:0:0:1 - - [18/Jul/2022:11:51:07 +0530] "GET /Online_Shopping_Project/admin/ordersReceived.jsp HTTP/1.1" 200 4227
0:0:0:0:0:0:0:1 - - [18/Jul/2022:11:51:08 +0530] "GET /Online_Shopping_Project/admin/deliveredOrders.jsp HTTP/1.1" 200 3404
0:0:0:0:0:0:0:1 - - [18/Jul/2022:11:51:09 +0530] "GET /Online_Shopping_Project/admin/cancelOrders.jsp HTTP/1.1" 200 5234
0:0:0:0:0:0:0:1 - - [18/Jul/2022:11:51:17 +0530] "GET /Online_Shopping_Project/admin/addNewProduct.jsp HTTP/1.1" 200 2308
0:0:0:0:0:0:0:1 - - [18/Jul/2022:11:51:21 +0530] "GET /Online_Shopping_Project/admin/allProductEditProduct.jsp HTTP/1.1" 200 3959
0:0:0:0:0:0:0:1 - - [18/Jul/2022:11:51:23 +0530] "GET /Online_Shopping_Project/admin/messagesReceived.jsp HTTP/1.1" 200 2211
0:0:0:0:0:0:0:1 - - [18/Jul/2022:11:51:24 +0530] "GET /Online_Shopping_Project/admin/ordersReceived.jsp HTTP/1.1" 200 4227
0:0:0:0:0:0:0:1 - - [18/Jul/2022:11:51:26 +0530] "GET /Online_Shopping_Project/admin/cancelOrders.jsp HTTP/1.1" 200 5234
0:0:0:0:0:0:0:1 - - [18/Jul/2022:11:51:26 +0530] "GET /Online_Shopping_Project/admin/deliveredOrders.jsp HTTP/1.1" 200 3404
0:0:0:0:0:0:0:1 - - [18/Jul/2022:11:51:33 +0530] "GET /Online_Shopping_Project/logout.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Jul/2022:11:51:33 +0530] "GET /Online_Shopping_Project/login.jsp HTTP/1.1" 200 794
0:0:0:0:0:0:0:1 - - [18/Jul/2022:11:51:39 +0530] "POST /Online_Shopping_Project/loginAction.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Jul/2022:11:51:39 +0530] "GET /Online_Shopping_Project/home.jsp HTTP/1.1" 200 2272
0:0:0:0:0:0:0:1 - - [18/Jul/2022:12:06:46 +0530] "POST /Online_Shopping_Project/searchHome.jsp HTTP/1.1" 200 4019
